id,user_id,amount,price,qty,fare,distance,value,join_date
56,U162,295.0,44.56526225478752,16.0,455,89,442,2025-01-12
57,U202,160.0,-8.601362101441714,2.0,373,55,68,2025-12-21
58,U270,704.0,99.16569405384172,19.0,356,35,978,2025-12-03
59,U271,833.0,63.86004283841076,19.0,339,55,845,2025-04-16
60,U215,804.0,24.861472507943944,2.0,291,14,208,2025-02-01
61,U252,976.0,86.71955259976221,2.0,442,49,224,2025-03-15
62,U190,839.0,18.42747823209999,16.0,141,83,907,2025-06-20
63,U296,753.0,49.84182371010267,6.0,448,7,570,2025-12-03
64,U213,492.0,59.96778401028075,13.0,182,30,481,2025-03-10
65,U208,613.0,14.316970859910128,16.0,176,83,753,2025-10-28
66,U237,531.0,97.62370066806555,17.0,320,49,256,2025-12-28
67,U053,-42.0,72.30110965768974,12.0,88,89,391,2025-05-17
68,U280,27.0,51.35945480621769,19.0,98,16,248,2025-04-10
69,U217,635.0,9.865405799283096,19.0,64,51,936,2025-05-26
70,U252,620.0,-4.075597230217126,17.0,399,72,376,2025-01-09
71,U188,425.0,25.206581577308178,3.0,12,82,177,2025-03-03
72,U041,420.0,72.85060695047432,0.0,53,92,569,2025-07-04
73,U157,451.0,19.62644281322276,17.0,222,80,60,2025-01-29
74,U015,136.0,49.35118425450556,0.0,-45,83,820,2025-04-24
75,U065,393.0,70.07418944038174,12.0,96,42,619,2025-05-23
76,U009,-97.0,1.8738086111110785,19.0,133,17,960,2025-04-30
77,U129,565.0,65.38278177274607,19.0,-23,63,737,2025-06-19
78,U136,341.0,0.1057976481049181,,499,45,698,2025-06-06
79,U063,-72.0,96.16427163396962,10.0,68,77,389,2025-12-01
80,U139,509.0,43.72335430714335,8.0,242,7,483,2025-12-15
81,U081,704.0,6.5743718480865105,8.0,320,27,89,2025-09-17
82,U163,-26.0,27.662199963690114,4.0,193,10,706,2025-03-23
83,U289,737.0,35.47580942247876,0.0,167,34,376,2025-08-30
84,U261,27.0,73.4003512184191,16.0,126,36,470,2025-06-21
85,U231,-59.0,71.77661646842702,1.0,248,25,920,2025-08-19
86,U041,-60.0,57.31345558710642,12.0,7,6,548,2025-07-27
87,U028,833.0,1.6523783814342252,8.0,218,24,461,2025-03-16
88,U135,-67.0,6.672630874644096,3.0,257,18,473,2025-09-27
89,U201,940.0,0.31326127101122836,4.0,237,87,969,2025-04-24
90,U268,897.0,53.489006161630506,10.0,54,6,487,2025-03-03
91,U033,487.0,86.48522856625443,18.0,177,29,935,2025-12-28
92,U048,241.0,37.718056348024895,2.0,196,25,429,2025-11-16
93,U062,-74.0,7.693299135352081,11.0,443,55,716,2025-04-12
94,U216,545.0,51.38465576638637,18.0,32,81,223,2025-12-28
95,U293,630.0,79.29274385522808,18.0,135,46,378,2025-07-29
96,U099,67.0,71.5883267664223,12.0,201,24,863,2025-09-12
97,U172,509.0,86.95958576425235,6.0,304,75,123,2025-01-20
98,U214,167.0,20.56923069737546,14.0,159,26,763,2025-02-27
99,U035,720.0,11.334925399455233,6.0,396,98,512,2025-04-22
100,U227,354.0,86.77981345361326,7.0,409,28,645,2025-11-09
101,U101,805.0,62.331634405582534,4.0,421,3,826,2025-07-15
102,U131,821.0,24.202182300830955,13.0,319,75,597,2025-12-19
103,U257,880.0,71.658285562976,3.0,441,38,320,2025-04-02
104,U005,601.0,79.66302229284047,,86,61,478,2025-02-21
105,U218,533.0,57.64760643752456,19.0,316,78,833,2025-10-20
106,U255,29.0,65.66725208679067,14.0,133,51,717,2025-01-08
107,U283,919.0,31.2785894886933,17.0,236,90,872,2025-10-27
108,U207,718.0,,19.0,421,48,53,2025-04-08
109,U015,592.0,47.657508779877844,12.0,324,21,424,2025-08-24
110,U042,693.0,83.2852570243849,7.0,486,54,707,2025-03-10
111,U179,-72.0,82.39603783104008,8.0,460,56,864,2025-02-14
112,U063,48.0,81.59485162817475,15.0,199,94,255,2025-05-17
113,U231,-90.0,-8.786522431128763,18.0,459,59,958,2025-08-22
114,U241,575.0,72.4500032915777,15.0,22,72,93,2025-02-01
115,U052,86.0,73.45440291221054,6.0,231,51,216,2025-10-16
116,U096,706.0,64.6216705140656,13.0,309,20,160,2025-05-06
117,U222,643.0,73.18911236805978,13.0,-41,96,677,2025-03-08
118,U231,-3.0,82.61674086463796,3.0,160,86,537,2025-01-30
119,U237,-46.0,41.73509595119642,14.0,101,59,174,2025-04-24
120,U143,522.0,45.225523483729184,2.0,-46,71,926,2025-07-23
121,U171,563.0,3.7185462602529533,4.0,144,9,984,2025-01-29
122,U029,657.0,32.3913471352098,0.0,232,1,154,2025-05-11
123,U036,305.0,60.77016979029628,2.0,413,29,46,2025-07-04
124,U013,-32.0,75.84397537620019,,62,63,342,2025-09-10
125,U160,650.0,13.89300074603316,7.0,220,72,412,2025-10-13
126,U187,857.0,5.160518907515893,3.0,112,56,423,2025-03-03
127,U243,264.0,62.93462049505415,1.0,409,68,54,2025-01-03
128,U086,381.0,-9.79321281225983,9.0,54,35,411,2025-03-09
129,U284,100.0,9.620984273806283,3.0,231,3,215,2025-01-25
130,U066,53.0,-6.802148162165089,2.0,111,7,71,2025-06-28
131,U170,-28.0,8.3573629640358,1.0,300,27,429,2025-05-21
132,U045,612.0,9.945120791805575,16.0,383,1,877,2025-08-19
133,U062,195.0,,19.0,89,91,477,2025-10-27
134,U134,940.0,34.255983715521154,12.0,420,80,829,2025-06-12
135,U284,-40.0,86.16887176712615,4.0,81,71,28,2025-11-07
136,U028,838.0,46.11206837487077,8.0,36,44,374,2025-05-10
137,U108,-59.0,69.5745242173515,5.0,132,87,309,2025-09-03
138,U044,-76.0,1.455109371231618,4.0,317,41,16,2025-10-24
139,U286,962.0,14.798263101006324,9.0,78,75,770,2025-06-21
140,U128,,67.32377850765445,7.0,195,42,437,2025-03-05
141,U231,7.0,-4.1915643484619105,6.0,327,33,126,2025-01-31
142,U190,71.0,43.52574284681284,6.0,98,50,589,2025-02-16
143,U225,1.0,55.93058622292273,5.0,382,63,516,2025-05-10
144,U283,765.0,56.23602084577291,19.0,418,37,555,2025-12-18
145,U121,423.0,-7.477390760515377,2.0,395,59,715,2025-11-29
146,U116,174.0,25.431880465210405,18.0,430,81,334,2025-04-20
147,U233,967.0,60.013971615406945,14.0,243,99,64,2025-03-10
148,U259,716.0,6.38997097641678,3.0,92,48,787,2025-02-27
149,U198,856.0,66.49572131608586,11.0,199,5,51,2025-04-16
150,U137,940.0,72.0517729695042,5.0,251,48,306,2025-10-27
151,U165,229.0,98.01661094907598,18.0,-26,96,982,2025-11-26
152,U225,-89.0,13.082619434205036,3.0,19,3,240,2025-09-13
153,U234,115.0,80.76437344327267,,61,47,462,2025-11-08
154,U172,238.0,47.23262346105194,8.0,313,62,899,2025-06-20
155,U152,560.0,31.080885575859078,4.0,252,99,403,2025-06-11
156,U160,273.0,3.461443305769574,12.0,420,14,531,2025-10-13
157,U096,875.0,70.90561671362913,17.0,40,63,367,2025-03-12
158,U233,609.0,15.94433590580558,4.0,479,61,996,2025-09-12
159,U180,365.0,30.856420206035033,15.0,141,31,453,2025-02-24
160,U113,388.0,-3.1203550412894723,18.0,191,95,137,2025-11-19
161,U052,-54.0,78.1503607401471,13.0,87,17,700,2025-01-03
162,U268,677.0,74.32473763688077,15.0,294,24,414,2025-01-26
163,U295,939.0,70.69774130465437,14.0,129,23,401,2025-11-09
164,U113,610.0,22.938786154107532,3.0,452,82,202,2025-05-06
165,U101,300.0,9.082808169255298,6.0,152,50,613,2025-02-22
166,U113,880.0,60.13085909172527,15.0,141,78,890,2025-07-17
167,U081,149.0,44.57830225245414,7.0,-46,79,752,2025-10-26
168,U187,290.0,9.607771359510576,16.0,186,79,87,2025-07-07
169,U113,234.0,65.450239815485,15.0,260,70,94,2025-07-05
170,U002,528.0,99.0239075003434,9.0,498,27,39,2025-11-01
171,U130,36.0,72.19415465162415,9.0,5,15,734,2025-10-25
172,U220,782.0,71.3985025354173,1.0,392,50,58,2025-07-23
173,U054,587.0,94.53440282236508,8.0,186,36,786,2025-01-11
174,U224,726.0,12.32300043323924,16.0,146,8,154,2025-12-25
175,U225,626.0,52.21049614135844,10.0,463,79,78,2025-12-20
176,U126,493.0,97.76113865372719,9.0,398,3,67,2025-05-26
177,U130,889.0,8.182352206719202,16.0,309,62,706,2025-03-26
178,U053,271.0,67.02771553889731,3.0,-21,47,583,2025-04-10
179,U172,834.0,54.439116056909214,15.0,57,77,488,2025-04-14
180,U218,894.0,54.51270014075777,19.0,394,98,829,2025-02-15
181,U160,301.0,66.74376902720826,14.0,387,88,454,2025-02-13
182,U198,514.0,92.25786151632526,4.0,406,96,305,2025-10-05
183,U247,894.0,76.08401338364718,5.0,444,61,687,2025-06-30
184,U203,519.0,-3.8250286242169,16.0,196,32,180,2025-07-06
185,U184,87.0,83.80008218632824,,492,94,584,2025-04-24
186,U123,30.0,14.80954629183059,18.0,388,13,156,2025-09-12
187,U255,704.0,31.460558121000915,3.0,227,1,493,2025-01-30
188,U294,835.0,40.79060949736204,16.0,60,34,315,2025-09-21
189,U280,885.0,42.89966008283766,8.0,334,62,682,2025-04-08
190,U098,82.0,37.869843918089245,1.0,140,79,662,2025-11-09
191,U198,882.0,93.10886236374509,7.0,439,78,855,2025-11-25
192,U240,263.0,67.6620908430427,14.0,375,93,618,2025-04-25
193,U144,-62.0,59.4287710552377,6.0,354,98,455,2025-10-03
194,U097,396.0,-4.517376943876429,5.0,284,82,230,2025-10-08
195,U201,881.0,89.43046632864122,0.0,158,71,564,2025-10-02
196,U124,820.0,90.03292112092359,14.0,-29,93,954,2025-09-18
197,U187,621.0,75.82343697731126,6.0,157,31,813,2025-11-27
198,U259,-85.0,-9.226787580501894,16.0,-43,64,387,2025-07-26
199,U148,392.0,-3.6991723814614303,1.0,478,25,629,2025-11-24
200,U252,793.0,14.774607249533872,8.0,115,38,275,2025-07-30
201,U147,210.0,4.448434895939737,8.0,445,14,104,2025-08-03
202,U148,638.0,33.87196326741024,12.0,378,8,271,2025-02-09
203,U199,445.0,91.48853638965686,5.0,112,91,834,2025-01-26
204,U128,313.0,41.92664776166981,5.0,315,54,906,2025-01-27
205,U039,150.0,-8.525711092461783,19.0,475,2,80,2025-07-09
206,U129,658.0,,19.0,188,81,963,2025-03-24
207,U267,962.0,-5.094560078974231,2.0,21,78,228,2025-06-19
208,U151,713.0,-6.008361512514763,16.0,394,89,542,2025-06-16
209,U298,-72.0,20.329183840510748,,458,56,101,2025-07-07
210,U099,857.0,20.317357254683994,11.0,218,94,136,2025-06-18
211,U263,376.0,76.58392628617645,15.0,364,93,89,2025-10-16
212,U252,217.0,97.2318118059223,14.0,194,84,833,2025-08-17
213,U144,144.0,30.832780327899812,12.0,9,85,247,2025-04-07
214,U112,647.0,37.177556674714246,0.0,-45,61,992,2025-01-16
215,U060,596.0,82.92683799146236,16.0,356,22,381,2025-10-06
216,U002,171.0,19.49529221050647,2.0,166,35,925,2025-05-15
217,U254,276.0,7.201998484379274,14.0,-25,16,495,2025-01-26
218,U140,165.0,83.83985857440155,3.0,-46,50,703,2025-12-18
219,U037,825.0,-4.884935491592795,3.0,481,43,34,2025-01-12
220,U160,820.0,58.166938421935726,17.0,339,17,165,2025-03-13
221,U009,239.0,51.81921322134875,16.0,397,80,526,2025-05-13
222,U233,288.0,28.051249225186368,18.0,95,58,641,2025-04-16
223,U099,476.0,24.67084732070949,10.0,337,2,798,2025-08-08
224,U147,-98.0,74.90434987997834,19.0,198,4,539,2025-06-26
225,U208,275.0,-0.4932928161198866,2.0,475,85,952,2025-10-09
226,U131,223.0,16.046274024252394,7.0,411,39,719,2025-05-13
227,U152,45.0,70.56936050218988,13.0,-38,98,66,2025-01-22
228,U054,192.0,50.315264209906665,0.0,333,94,614,2025-09-26
229,U120,331.0,4.078702938694503,13.0,348,6,28,2025-06-10
230,U161,604.0,87.03491757102661,1.0,-32,81,393,2025-04-17
231,U116,848.0,33.27926312199507,3.0,440,89,874,2025-10-06
232,U075,484.0,81.06552128543902,18.0,368,69,202,2025-12-19
233,U113,298.0,76.64843170804795,5.0,286,69,246,2025-08-23
234,U104,716.0,58.68679911189008,0.0,368,20,396,2025-01-18
235,U254,863.0,44.39292444246023,16.0,71,64,435,2025-08-30
236,U227,86.0,97.75059244199326,7.0,381,16,286,2025-04-27
237,U112,-40.0,5.946157961779875,18.0,-7,51,236,2025-10-13
238,U099,838.0,69.76713003062262,0.0,266,37,754,2025-10-09
239,U153,609.0,11.030977161126792,4.0,330,73,561,2025-05-24
240,U194,706.0,27.208941586558325,15.0,94,69,332,2025-07-24
241,U163,-90.0,23.95686177105148,5.0,276,42,162,2025-02-08
242,U208,985.0,94.17395865125953,7.0,312,57,648,2025-06-03
243,U169,125.0,,12.0,-1,66,246,2025-06-25
244,U161,,10.131698865819988,15.0,14,9,64,2025-08-29
245,U068,671.0,,2.0,304,86,989,2025-05-14
246,U289,784.0,69.20088436294245,18.0,113,64,445,2025-02-15
247,U277,125.0,35.978892725753276,11.0,90,86,693,2025-02-19
248,U135,724.0,-0.22757304036791837,15.0,77,22,118,2025-06-15
249,U195,117.0,65.21295161347467,10.0,347,34,875,2025-04-16
250,U128,836.0,49.96160810867696,9.0,412,55,990,2025-08-04
251,U033,652.0,97.85685042012166,19.0,136,29,193,2025-05-26
252,U176,405.0,15.015044544751682,3.0,139,38,960,2025-03-13
253,U022,158.0,34.43756639592031,11.0,337,97,377,2025-11-26
254,U238,-47.0,49.68003837349652,1.0,378,18,992,2025-09-30
255,U158,970.0,77.08699872986868,18.0,233,71,207,2025-09-04
256,U038,626.0,50.37225223920646,4.0,186,65,380,2025-07-05
257,U230,588.0,57.419017694814414,7.0,143,97,382,2025-03-11
258,U051,943.0,14.876175674893481,6.0,236,1,982,2025-05-30
259,U264,318.0,83.16106008974158,13.0,85,88,506,2025-09-03
260,U283,589.0,37.14936016675233,2.0,120,4,608,2025-09-19
261,U027,749.0,5.50555902739462,17.0,108,4,210,2025-01-26
262,U226,-39.0,63.06067059559591,15.0,150,82,858,2025-05-20
263,U277,115.0,13.769949850383824,18.0,436,27,518,2025-04-09
264,U286,-98.0,0.7318761263229714,18.0,453,43,331,2025-10-05
265,U097,59.0,84.81855992446995,17.0,320,59,284,2025-02-20
266,U284,680.0,40.61784909372836,19.0,52,32,220,2025-05-31
267,U147,792.0,72.4212083965354,15.0,74,33,513,2025-04-14
268,U004,228.0,21.96463157869906,7.0,262,28,912,2025-03-30
269,U035,479.0,76.56671484094329,0.0,407,55,127,2025-05-21
270,U192,851.0,2.312951972368335,16.0,179,60,712,2025-08-01
271,U049,534.0,29.1570711174338,11.0,146,70,563,2025-08-21
272,U017,887.0,97.58679997708813,10.0,372,62,51,2025-07-02
273,U172,820.0,77.33886880048067,4.0,120,80,324,2025-09-08
274,U220,637.0,44.6981523346157,11.0,331,34,797,2025-01-09
275,U158,69.0,27.375521871807358,16.0,122,87,338,2025-03-20
276,U046,420.0,85.93492700247242,5.0,402,88,26,2025-02-21
277,U006,-61.0,49.933253499296725,0.0,299,56,292,2025-09-26
278,U099,854.0,73.42675196560222,4.0,443,13,952,2025-08-14
279,U233,,,13.0,-47,56,267,2025-02-20
280,U037,874.0,-8.0259753574659,4.0,42,18,584,2025-07-05
281,U280,-63.0,3.887916107187481,0.0,-45,54,583,2025-02-03
282,U181,227.0,62.55923030342164,17.0,237,77,621,2025-10-18
283,U095,813.0,7.778179241445859,15.0,95,43,28,2025-08-18
284,U099,353.0,18.104267912116516,8.0,373,39,538,2025-05-11
285,U188,-64.0,94.13017496195678,18.0,406,61,846,2025-04-30
286,U116,872.0,51.620048421240305,,151,42,432,2025-11-22
287,U191,695.0,72.58024576992818,1.0,161,81,475,2025-09-04
288,U253,872.0,51.377881266090384,14.0,-45,79,382,2025-07-11
289,U161,492.0,50.776497626099776,6.0,325,18,767,2025-11-19
290,U256,963.0,0.35671011382676987,3.0,396,23,772,2025-07-29
291,U128,123.0,27.802951187001334,0.0,55,54,976,2025-04-13
292,U018,217.0,21.067398855516288,12.0,350,30,90,2025-11-25
293,U281,248.0,32.98012021749746,19.0,45,98,560,2025-05-13
294,U223,14.0,77.81786070467611,6.0,337,58,557,2025-11-19
295,U054,597.0,30.912593470855136,14.0,401,68,433,2025-05-19
296,U058,963.0,39.686650115485094,13.0,365,67,438,2025-05-01
297,U174,-61.0,33.71195295338482,18.0,453,71,397,2025-04-04
298,U280,115.0,0.2748769172825156,19.0,403,18,930,2025-05-09
299,U114,235.0,38.51793740758621,17.0,240,7,718,2025-04-01
300,U288,-9.0,11.517020034896653,9.0,483,40,679,2025-04-02
301,U151,,10.539562535034563,,142,70,213,2025-03-04
302,U127,470.0,0.34397148776929853,,99,86,205,2025-01-29
303,U155,715.0,29.23380715559412,9.0,464,65,737,2025-07-29
304,U273,680.0,73.3230073268359,16.0,342,68,294,2025-01-12
305,U104,262.0,20.408585964173568,1.0,265,49,978,2025-11-29
306,U299,456.0,24.358401207406494,5.0,25,52,205,2025-10-24
307,U246,255.0,60.6942123439666,4.0,219,29,316,2025-05-10
308,U176,90.0,11.542489384561076,8.0,174,21,673,2025-10-20
309,U039,321.0,88.66537234658878,4.0,479,90,23,2025-06-22
310,U170,599.0,47.22095755767099,17.0,62,78,846,2025-07-27
311,U247,-94.0,39.236323435223866,19.0,200,9,155,2025-01-24
312,U026,32.0,51.36022111221215,8.0,182,47,947,2025-04-09
313,U013,456.0,8.2637744757815,16.0,32,76,66,2025-12-22
314,U036,725.0,57.4820452503094,16.0,74,42,732,2025-05-19
315,U173,660.0,29.94108102974115,11.0,124,51,789,2025-11-10
316,U020,954.0,88.69049750610807,6.0,18,56,219,2025-06-23
317,U264,434.0,8.573962734545475,2.0,-4,51,538,2025-01-29
318,U142,325.0,45.775621425198516,9.0,205,70,807,2025-05-23
319,U143,571.0,55.79238923059198,1.0,-21,20,353,2025-11-12
320,U092,262.0,-6.327803803498066,2.0,230,88,724,2025-12-17
321,U288,-19.0,30.006243723175423,15.0,186,27,620,2025-02-11
322,U215,255.0,70.58987581709161,1.0,197,38,288,2025-10-26
323,U051,488.0,80.24152581938706,9.0,317,72,218,2025-07-27
324,U153,194.0,24.44781942990106,5.0,444,65,650,2025-11-26
325,U186,969.0,77.84525996210263,10.0,-26,54,344,2025-07-11
326,U063,-84.0,96.45314648137277,6.0,439,24,297,2025-06-09
327,U190,259.0,84.25613296826035,14.0,443,47,261,2025-03-05
328,U125,765.0,2.9408386975257717,5.0,263,71,274,2025-08-31
329,U150,599.0,71.37033652940947,19.0,324,83,280,2025-09-15
330,U058,347.0,25.163351568459916,8.0,-26,86,933,2025-06-01
331,U180,755.0,98.72575883532842,19.0,283,63,929,2025-08-03
332,U170,264.0,43.389488147587585,11.0,304,57,709,2025-11-18
333,U271,574.0,3.467728819483513,18.0,65,55,428,2025-06-15
334,U054,907.0,69.77041028301298,19.0,-3,60,735,2025-01-31
335,U101,366.0,25.53123182248352,2.0,48,99,804,2025-08-20
336,U264,313.0,99.67859727898279,14.0,408,62,220,2025-10-09
337,U053,485.0,97.7760703639974,1.0,472,30,374,2025-01-29
338,U060,893.0,62.17474198226388,1.0,354,93,85,2025-07-14
339,U108,471.0,4.280909384688933,2.0,163,22,669,2025-11-30
340,U005,234.0,65.5547097442532,5.0,452,75,330,2025-09-13
341,U103,-64.0,0.23335351060299203,14.0,397,84,734,2025-10-08
342,U196,888.0,-6.769942498736845,9.0,207,29,442,2025-10-31
343,U262,177.0,80.52542908436347,8.0,70,41,118,2025-11-17
344,U047,815.0,,0.0,3,42,650,2025-11-19
345,U144,383.0,31.692983884100713,15.0,280,98,531,2025-12-12
346,U269,630.0,97.08031289737905,5.0,190,65,56,2025-10-21
347,U124,91.0,27.052455204721362,8.0,479,31,388,2025-03-28
348,U106,940.0,22.61387594116468,3.0,432,30,836,2025-05-29
349,U158,423.0,91.00287995850528,1.0,136,18,105,2025-09-06
350,U147,817.0,2.182328985085393,3.0,211,17,967,2025-11-17
351,U145,300.0,73.55406511260949,0.0,313,38,112,2025-10-10
352,U120,785.0,98.68721233180514,18.0,440,14,901,2025-12-28
353,U275,604.0,89.14256118521138,9.0,380,87,863,2025-07-17
354,U092,-79.0,61.68347105770685,14.0,188,89,155,2025-02-13
355,U058,,,18.0,253,79,889,2025-12-22
356,U229,109.0,17.97541792961484,15.0,247,56,951,2025-01-28
357,U117,205.0,80.11806153586072,3.0,25,22,937,2025-01-17
358,U279,603.0,86.78041053468648,1.0,282,67,36,2025-05-07
359,U127,586.0,47.797840380026216,12.0,423,56,741,2025-06-17
360,U129,184.0,16.877393486511277,0.0,232,19,539,2025-09-01
361,U058,615.0,2.423752925229092,16.0,21,57,688,2025-03-17
362,U122,662.0,,12.0,212,44,954,2025-08-19
363,U001,847.0,69.09851920892412,3.0,-39,98,998,2025-07-23
364,U239,280.0,36.21306006324975,6.0,90,35,91,2025-09-05
365,U290,359.0,89.58958617056574,16.0,-34,1,437,2025-10-29
366,U096,930.0,71.363843079944,8.0,12,52,593,2025-08-02
367,U126,-72.0,11.038645970604538,3.0,202,85,831,2025-08-03
368,U118,806.0,57.5155160697269,18.0,414,93,488,2025-06-07
369,U048,956.0,37.90559998379753,0.0,325,70,775,2025-03-10
370,U089,778.0,53.49747038454744,9.0,469,37,171,2025-03-26
371,U237,-22.0,71.18760356723689,3.0,39,65,848,2025-09-24
372,U272,846.0,,8.0,124,51,941,2025-03-10
373,U189,358.0,82.81110590473968,12.0,25,1,411,2025-04-09
374,U192,469.0,17.93723620292272,13.0,349,91,517,2025-12-13
375,U069,637.0,-6.577284009090655,9.0,20,21,47,2025-08-04
376,U278,415.0,71.32242086812505,5.0,129,53,964,2025-06-10
377,U247,296.0,1.6978098881352057,15.0,73,16,520,2025-04-04
378,U076,-62.0,24.64115474742644,5.0,330,61,402,2025-06-23
379,U154,786.0,-9.580115246321814,16.0,242,54,722,2025-06-14
380,U144,696.0,64.98364306417821,9.0,144,40,503,2025-04-25
381,U086,56.0,8.384521261834337,17.0,177,26,209,2025-08-08
382,U185,998.0,62.0810650660824,17.0,380,80,264,2025-01-31
383,U285,783.0,99.09168788846227,2.0,385,92,188,2025-01-11
384,U220,873.0,-2.0062041228982084,19.0,410,65,556,2025-12-09
385,U069,945.0,-1.5214186853393237,14.0,-30,74,603,2025-05-10
386,U047,748.0,27.44181019333424,,13,64,398,2025-04-15
387,U094,647.0,85.30251656764763,3.0,114,43,407,2025-01-27
388,U238,888.0,13.708285567046502,8.0,-24,17,741,2025-08-15
389,U204,-80.0,29.641560192338233,18.0,260,59,167,2025-01-02
390,U218,202.0,-2.4644052710322475,16.0,234,23,13,2025-12-25
391,U039,768.0,73.94708203847783,10.0,230,7,176,2025-04-11
392,U100,-17.0,34.91369770353962,8.0,113,44,477,2025-01-21
393,U289,469.0,73.51736063669271,9.0,173,53,969,2025-02-27
394,U254,833.0,89.39686287814746,17.0,95,71,418,2025-06-29
395,U222,908.0,15.603946181141765,19.0,-21,79,421,2025-12-07
396,U023,692.0,78.81356333739464,12.0,-6,34,213,2025-12-15
397,U250,691.0,-3.4996720913921395,7.0,420,46,203,2025-01-20
398,U010,391.0,88.8732126998272,6.0,-17,68,244,2025-09-12
399,U246,107.0,61.58454023146221,16.0,376,78,727,2025-11-13
400,U100,983.0,86.16493965521867,14.0,170,78,159,2025-02-07
401,U290,329.0,-9.979276048775992,19.0,483,16,168,2025-05-28
402,U180,884.0,8.598917739159177,14.0,316,71,288,2025-01-25
403,U223,419.0,32.873532616914126,0.0,499,96,825,2025-05-01
404,U250,490.0,31.745319371219047,13.0,65,19,413,2025-01-26
405,U147,950.0,14.940342121586173,4.0,188,2,902,2025-06-18
406,U096,98.0,31.97731338539201,10.0,284,10,687,2025-11-19
407,U257,286.0,4.173358320028031,15.0,390,50,320,2025-08-13
408,U004,248.0,35.40372421926286,1.0,97,81,77,2025-01-01
409,U016,,78.25897620751905,7.0,-42,12,472,2025-11-03
